Word,Guess,Actual,Predicted,Game-Status,word-length
TRANSMISSION,TRANS*ISSION,1,0,incomplete,12
MODERATE,MODERATE,1,1,correct,8
ROOMMATES,ROOMMATES,1,1,correct,9
STREETS,STREETS,1,1,correct,7
INSTANCE,INSTANCE,1,1,correct,8
CONTEMPORARY,CONTEMPORARY,1,1,correct,12
VISITOR,*ISITOR,1,0,incomplete,7
JULIE,**LIE,1,0,incomplete,5
WEDDING,WEDDING,1,1,correct,7
BUREAU,**REA*,1,0,incomplete,6
CHOOSE,**OOSE,1,0,incomplete,6
BEAVER,*EA*ER,1,0,incomplete,6
AFFILIATED,A**ILIATE*,1,0,incomplete,10
REGARDING,REGARDING,1,1,correct,9
STARTING,STARTING,1,1,correct,8
INTERVIEW,INTER*IE*,1,0,incomplete,9
NUDITY,N**IT*,1,0,incomplete,6
DRIED,DRIED,1,1,correct,5
ADVERTISING,ADVERTISING,1,1,correct,11
IMPACTS,IMPACTS,1,1,correct,7
REHAB,RE*A*,1,0,incomplete,5
RETRIEVAL,RETRIEVAL,1,1,correct,9
BROKERS,*RO*ERS,1,0,incomplete,7
REALTY,REAL*Y,1,0,incomplete,6
SEPARATED,SE*ARATE*,1,0,incomplete,9
DIAGRAM,*IAGRAM,1,0,incomplete,7
COUPLE,****LE,1,0,incomplete,6
WORKFLOW,*OR***O*,1,0,incomplete,8
DAILY,*AIL*,1,0,incomplete,5
HEADPHONES,HEADPHONES,1,1,correct,10
GENEVA,GENE*A,1,0,incomplete,6
MONTE,*ONTE,1,0,incomplete,5
BELONGS,BELONGS,1,1,correct,7
COMPLEX,*****E*,1,0,incomplete,7
WILLOW,*I****,1,0,incomplete,6
MACHINERY,MACHINERY,1,1,correct,9
SIMULATIONS,SIMULATIONS,1,1,correct,11
DILDO,****O,1,0,incomplete,5
PROOF,*ROO*,1,0,incomplete,5
CRAWFORD,*RA**OR*,1,0,incomplete,8
IMPLIED,I**LIED,1,0,incomplete,7
EMOTIONS,EMOTIONS,1,1,correct,8
MEMBERSHIP,MEM*ERSHIP,1,0,incomplete,10
APPLIANCES,A***IANCES,1,0,incomplete,10
SUBMIT,SUBMIT,1,1,correct,6
JAMIE,*A**E,1,0,incomplete,5
BOTTLE,B*TTLE,1,0,incomplete,6
BEDDING,*EDDING,1,0,incomplete,7
FATHERS,FATHERS,1,1,correct,7
ACTRESS,A*TRESS,1,0,incomplete,7
DODGE,****E,1,0,incomplete,5
EXPECTATIONS,EXPECTATIONS,1,1,correct,12
INSTANTLY,INSTANTL*,1,0,incomplete,9
SILENCE,SILENCE,1,1,correct,7
TAPES,TAPES,1,1,correct,5
EXISTING,EXISTING,1,1,correct,8
CURVES,CURVES,1,1,correct,6
CHARGER,**AR*ER,1,0,incomplete,7
CONSTRUCTED,CONSTRUCTED,1,1,correct,11
ANYBODY,AN*****,1,0,incomplete,7
SWEDEN,S*E*E*,1,0,incomplete,6
CHANCES,**AN*ES,1,0,incomplete,7
CAMBODIA,*A****IA,1,0,incomplete,8
RADIATION,RA*IATION,1,0,incomplete,9
LESSON,LESSON,1,1,correct,6
QUILT,**IL*,1,0,incomplete,5
RUNNING,R*NNING,1,0,incomplete,7
RENTCOM,RENTCOM,1,1,correct,7
REPEAT,RE*EAT,1,0,incomplete,6
GRADE,GRADE,1,1,correct,5
WOMEN,*OMEN,1,0,incomplete,5
MANAGING,*ANAGING,1,0,incomplete,8
COUPLED,*****E*,1,0,incomplete,7
VIBRATOR,*I*RATOR,1,0,incomplete,8
MEDICINES,*EDICINES,1,0,incomplete,9
RAYMOND,RA***N*,1,0,incomplete,7
DIFFERENCES,DIFFERENCES,1,1,correct,11
INDIE,*N**E,1,0,incomplete,5
WALNUT,*ALN*T,1,0,incomplete,6
SURVIVAL,SURVIVAL,1,1,correct,8
SPECTACULAR,SPECTACULAR,1,1,correct,11
JACKIE,*A***E,1,0,incomplete,6
DEFINE,DE*INE,1,0,incomplete,6
XANAX,*ANA*,1,0,incomplete,5
BEGINS,BEGINS,1,1,correct,6
ALLOCATED,ALLOCATE*,1,0,incomplete,9
NATURE,NAT*RE,1,0,incomplete,6
HANDBOOK,*AN*****,1,0,incomplete,8
DIABETES,DIABETES,1,1,correct,8
CONCENTRATION,CONCENTRATION,1,1,correct,13
ESSAY,ESSA*,1,0,incomplete,5
STEVE,STE*E,1,0,incomplete,5
VIAGRA,**A*RA,1,0,incomplete,6
VOTERS,*OTERS,1,0,incomplete,6
ACCESS,A**ESS,1,0,incomplete,6
FOLLOWING,*O**O*IN*,1,0,incomplete,9
DOLLAR,DOLLAR,1,1,correct,6
FACILITY,FACILITY,1,1,correct,8
EARLIEST,EARLIEST,1,1,correct,8
OPERATIONS,OPERATIONS,1,1,correct,10
PROMISING,PROMISING,1,1,correct,9
NIPPLES,NIPPLES,1,1,correct,7
FORTY,*ORT*,1,0,incomplete,5
GRADUATES,*RA**ATES,1,0,incomplete,9
CONFIGURE,CONFIGURE,1,1,correct,9
EXPENDITURES,EXPENDITURES,1,1,correct,12
REFINE,REFINE,1,1,correct,6
HIGHWAYS,*I***A*S,1,0,incomplete,8
FIORICET,FIORICET,1,1,correct,8
VOYEURWEB,*O*E*R*E*,1,0,incomplete,9
FREQUENT,*RE**ENT,1,0,incomplete,8
BATHROOMS,*AT*ROOMS,1,0,incomplete,9
TAXATION,TA*ATION,1,0,incomplete,8
RECOMMENDS,RECOMMENDS,1,1,correct,10
REUTERS,RE*TERS,1,0,incomplete,7
SWITCH,S*ITC*,1,0,incomplete,6
EDWARDS,EDWARDS,1,1,correct,7
ADVERTISERS,ADVERTISERS,1,1,correct,11
REGISTERED,REGISTERED,1,1,correct,10
ANDREA,ANDREA,1,1,correct,6
BEHIND,*E*IND,1,0,incomplete,6
GRANDE,GRANDE,1,1,correct,6
COMPANION,COMPANION,1,1,correct,9
HARRIS,HARRIS,1,1,correct,6
TOBACCO,TO*ACCO,1,0,incomplete,7
TALENT,TALENT,1,1,correct,6
EARNING,EARNING,1,1,correct,7
SOCIAL,SOCIAL,1,1,correct,6
ORGANIZING,ORGANI*ING,1,0,incomplete,10
INDIRECT,INDIRECT,1,1,correct,8
SECURITY,SECURITY,1,1,correct,8
ASSESSMENTS,ASSESSMENTS,1,1,correct,11
UNLIMITED,*N*I*ITE*,1,0,incomplete,9
CHALLENGES,**A**EN*ES,1,0,incomplete,10
ITSELF,ITSELF,1,1,correct,6
AUSTRALIAN,AUSTRALIAN,1,1,correct,10
RIVER,RI*ER,1,0,incomplete,5
POSITIVE,POSITIVE,1,1,correct,8
SURGICAL,SURGICAL,1,1,correct,8
EDGES,E**ES,1,0,incomplete,5
SEPARATION,SEPARATION,1,1,correct,10
EVALUATION,EVALUATION,1,1,correct,10
SUITED,SUITED,1,1,correct,6
HAMPTON,HAMPTON,1,1,correct,7
DEVELOP,*E*E***,1,0,incomplete,7
PARTICIPATION,PARTICIPATION,1,1,correct,13
PRODUCED,PRODUCED,1,1,correct,8
INCLUDING,IN****IN*,1,0,incomplete,9
POWDER,*O*DER,1,0,incomplete,6
PARAGRAPH,*ARA*RA**,1,0,incomplete,9
OPTIMUM,O*TI***,1,0,incomplete,7
TRIPADVISOR,TRIPA**I*OR,1,0,incomplete,11
DEALTIME,DEALTI*E,1,0,incomplete,8
ERICSSON,ERICSSON,1,1,correct,8
ACCOUNTING,ACCOUNTING,1,1,correct,10
FEMALE,*E*ALE,1,0,incomplete,6
MATERIALS,MATERIALS,1,1,correct,9
ANALYSTS,ANA**STS,1,0,incomplete,8
DEPEND,*E*EN*,1,0,incomplete,6
SPONSORED,SPONSORED,1,1,correct,9
POINTED,POINTED,1,1,correct,7
HONEST,HONEST,1,1,correct,6
REPORTS,REPORTS,1,1,correct,7
TODDLER,TO***ER,1,0,incomplete,7
WESTERN,*ESTERN,1,0,incomplete,7
PRINTS,PRINTS,1,1,correct,6
OUTPUT,O*T**T,1,0,incomplete,6
TRAVELLER,TRAVELLER,1,1,correct,9
CHART,CHART,1,1,correct,5
STARSMERCHANT,STARSMERCHANT,1,1,correct,13
TRAILS,TRAILS,1,1,correct,6
VICTORIA,VICTORIA,1,1,correct,8
MEDIEVAL,MEDIEVAL,1,1,correct,8
GAMESPOT,GAMESPOT,1,1,correct,8
INBOX,IN*O*,1,0,incomplete,5
MURDER,**RDER,1,0,incomplete,6
CONST,*ONST,1,0,incomplete,5
BUBBLE,****LE,1,0,incomplete,6
SPRINT,SPRINT,1,1,correct,6
WARRANTIES,WARRANTIES,1,1,correct,10
FOLLOWS,******S,1,0,incomplete,7
DIANE,D*A*E,1,0,incomplete,5
ALEXANDRIA,ALEXANDRIA,1,1,correct,10
REGISTRATION,REGISTRATION,1,1,correct,12
STREET,STREET,1,1,correct,6
LEONARD,LEONARD,1,1,correct,7
EMISSIONS,EMISSIONS,1,1,correct,9
CHARGING,CHARGING,1,1,correct,8
QUEENS,**EE*S,1,0,incomplete,6
WATCHED,WATCHED,1,1,correct,7
GREECE,*REE*E,1,0,incomplete,6
TRIED,TRIED,1,1,correct,5
WINNER,*INNER,1,0,incomplete,6
GRAPHS,GRAPHS,1,1,correct,6
MIXED,***E*,1,0,incomplete,5
PLASTICS,PLASTICS,1,1,correct,8
BOTTLES,*OTT*ES,1,0,incomplete,7
TECHREPUBLIC,TEC*REP***IC,1,0,incomplete,12
WONDER,WONDER,1,1,correct,6
NECESSARY,NECESSARY,1,1,correct,9
PASSIVE,*ASS**E,1,0,incomplete,7
ENDORSED,ENDORSED,1,1,correct,8
CHECKING,**E**ING,1,0,incomplete,8
STRATEGIC,STRATEGIC,1,1,correct,9
RECENTLY,RECENT**,1,0,incomplete,8
ARRANGEMENT,ARRAN*E*ENT,1,0,incomplete,11
BORED,*ORED,1,0,incomplete,5
ALPINE,ALPINE,1,1,correct,6
JAGUAR,*A**AR,1,0,incomplete,6
SCOTT,SCOTT,1,1,correct,5
TERRACE,TERRACE,1,1,correct,7
ROUTING,ROUTING,1,1,correct,7
MODERN,MODERN,1,1,correct,6
SEASON,SEAS*N,1,0,incomplete,6
RECOGNITION,RECO*NITION,1,0,incomplete,11
DISABLE,DISABLE,1,1,correct,7
BELFAST,BELFAST,1,1,correct,7
ACCIDENT,ACCIDENT,1,1,correct,8
REJECTED,RE*ECTE*,1,0,incomplete,8
SAVED,SA*ED,1,0,incomplete,5
HEATER,HEATER,1,1,correct,6
GARCIA,*AR**A,1,0,incomplete,6
ENCODING,ENCODING,1,1,correct,8
APPEAR,A**EAR,1,0,incomplete,6
BRANDON,*RAN**N,1,0,incomplete,7
HEART,HEART,1,1,correct,5
PURSUANT,PURSUANT,1,1,correct,8
INFECTED,INFECTED,1,1,correct,8
INSURANCE,INS*RANCE,1,0,incomplete,9
FAITH,FAITH,1,1,correct,5
MADISON,MADISON,1,1,correct,7
PHILIPS,**I*I*S,1,0,incomplete,7
PENCIL,PENCIL,1,1,correct,6
VELVET,*EL*ET,1,0,incomplete,6
DEEMED,*EE*E*,1,0,incomplete,6
BUNCH,*****,1,0,incomplete,5
STANFORD,STANFORD,1,1,correct,8
STRUCTURES,STRUCTURES,1,1,correct,10
KANSAS,*ANSAS,1,0,incomplete,6
CHARACTERIZED,CHARACTERIZED,1,1,correct,13
MESSAGE,*ESSA*E,1,0,incomplete,7
HUNGARY,**NGAR*,1,0,incomplete,7
ZONING,*ONING,1,0,incomplete,6
GRAVITY,*RA*IT*,1,0,incomplete,7
MEDITERRANEAN,MEDITERRANEAN,1,1,correct,13
FLEECE,*LEE*E,1,0,incomplete,6
WATERPROOF,*ATER*ROO*,1,0,incomplete,10
HABITS,*A*ITS,1,0,incomplete,6
BRINGING,*RINGING,1,0,incomplete,8
HOBBIES,****IES,1,0,incomplete,7
SHOTS,SHOTS,1,1,correct,5
REPRESENTATION,REPRESENTATION,1,1,correct,14
MANDATORY,MANDATORY,1,1,correct,9
PETITION,*ETITION,1,0,incomplete,8
CONTACTING,CONTACTING,1,1,correct,10
REALTORS,REALTORS,1,1,correct,8
ENTRANCE,ENTRANCE,1,1,correct,8
OXIDE,****E,1,0,incomplete,5
INJURIES,IN**RIES,1,0,incomplete,8
REACHES,REA**ES,1,0,incomplete,7
VALUE,*AL*E,1,0,incomplete,5
RADIO,RADI*,1,0,incomplete,5
SURNAME,SURNAME,1,1,correct,7
ROMAN,R**A*,1,0,incomplete,5
VINTAGE,VINTAGE,1,1,correct,7
SEVERE,SE*ERE,1,0,incomplete,6
POSTCARD,POSTCARD,1,1,correct,8
HOMEPAGE,***E*A*E,1,0,incomplete,8
ENGINE,EN*INE,1,0,incomplete,6
CONSTANT,CONSTANT,1,1,correct,8
CANDLES,CANDLES,1,1,correct,7
BRAIN,*RA**,1,0,incomplete,5
ISLAND,ISLAND,1,1,correct,6
WOODS,*OO*S,1,0,incomplete,5
ARCHITECTURE,ARC*ITECT*RE,1,0,incomplete,12
MAINLAND,*AINLAN*,1,0,incomplete,8
MUSICIAN,***ICIAN,1,0,incomplete,8
APPARENTLY,A**ARENT**,1,0,incomplete,10
TVCOM,T**O*,1,0,incomplete,5
ACCEPTING,ACCE*TIN*,1,0,incomplete,9
MOLECULAR,*OLEC*LAR,1,0,incomplete,9
COMMENTS,COMMENTS,1,1,correct,8
INITIATIVE,INITIATI*E,1,0,incomplete,10
CURRENT,CURRENT,1,1,correct,7
MOORE,*OORE,1,0,incomplete,5
ANCHOR,AN**OR,1,0,incomplete,6
TOSHIBA,T*S*I*A,1,0,incomplete,7
CONDUCTING,CONDUCTING,1,1,correct,10
BREAST,*REAST,1,0,incomplete,6
INITIATIVES,INITIATIVES,1,1,correct,11
PERCEPTION,PERCEPTION,1,1,correct,10
ADDITIONALLY,A**ITIONALL*,1,0,incomplete,12
CASHIERS,CASHIERS,1,1,correct,8
FAMOUS,*A***S,1,0,incomplete,6
ANALYST,ANALYST,1,1,correct,7
QUEENSLAND,*UEENS*AND,1,0,incomplete,10
SOLVE,SOLVE,1,1,correct,5
SLOPE,SLOPE,1,1,correct,5
STANDARD,STAN*AR*,1,0,incomplete,8
COOLING,COOLING,1,1,correct,7
EVIDENCE,E*IDENCE,1,0,incomplete,8
FAILURES,FAILURES,1,1,correct,8
EXPLAIN,EXPLAIN,1,1,correct,7
DENNIS,DENNIS,1,1,correct,6
MEDLINE,*EDLINE,1,0,incomplete,7
COLOUR,*O*O*R,1,0,incomplete,6
SYRIA,S*R*A,1,0,incomplete,5
MAYBE,*A**E,1,0,incomplete,5
METABOLISM,METABOLISM,1,1,correct,10
POTENTIALLY,POTENTIALLY,1,1,correct,11
ESTIMATE,ESTIMATE,1,1,correct,8
ACOUSTIC,ACOUSTIC,1,1,correct,8
BINGO,BINGO,1,1,correct,5
SPECIALTIES,S*E*IALTIES,1,0,incomplete,11
TYLER,T**ER,1,0,incomplete,5
TELEPHONY,TE*E**ON*,1,0,incomplete,9
SHOOT,SHOOT,1,1,correct,5
EVERY,E*ER*,1,0,incomplete,5
SOMEONE,SO*EONE,1,0,incomplete,7
HELPFUL,*E*****,1,0,incomplete,7
INDONESIAN,INDONESIAN,1,1,correct,10
ATTRIBUTES,ATTRIBUTES,1,1,correct,10
LOGISTICS,*O*ISTICS,1,0,incomplete,9
MAJOR,*A**R,1,0,incomplete,5
CHORUS,CHORUS,1,1,correct,6
CAROLINE,CAROLINE,1,1,correct,8
RENEWAL,RENE*AL,1,0,incomplete,7
CUSTOMIZE,CUSTOMIZE,1,1,correct,9
OUTLOOK,*******,1,0,incomplete,7
BEAUTIFULLY,*EA*TI**LL*,1,0,incomplete,11
REFLECTS,RE**ECTS,1,0,incomplete,8
SCIENTIFIC,SCIENTIFIC,1,1,correct,10
ELEMENT,E*E*ENT,1,0,incomplete,7
REUNION,RE*NION,1,0,incomplete,7
ANIMATION,ANI*ATION,1,0,incomplete,9
OUTSTANDING,OUTSTANDIN*,1,0,incomplete,11
WASHER,WASHER,1,1,correct,6
EDUCATION,EDUCATION,1,1,correct,9
GUARANTEE,GUARANTEE,1,1,correct,9
DIAMONDS,*IA**N**,1,0,incomplete,8
CORRELATION,CORRELATION,1,1,correct,11
REVOLUTION,RE*OLUTION,1,0,incomplete,10
POLYPHONIC,*O****ONIC,1,0,incomplete,10
FEATURE,*EAT*RE,1,0,incomplete,7
ENGAGE,ENGAGE,1,1,correct,6
PLACE,*LA*E,1,0,incomplete,5
ARCHIVE,ARCHIVE,1,1,correct,7
CENTURY,CENTURY,1,1,correct,7
WRIST,*RIST,1,0,incomplete,5
SURPRISED,S*R*RISED,1,0,incomplete,9
GROVE,GROVE,1,1,correct,5
BLOCKING,*LO**ING,1,0,incomplete,8
MANAGER,MANAGER,1,1,correct,7
ACCEPTABLE,ACCE*TA**E,1,0,incomplete,10
BRIDGES,*RID*ES,1,0,incomplete,7
PLATINUM,PLATINUM,1,1,correct,8
GATHERING,GATHERING,1,1,correct,9
ASSUMED,ASSU*ED,1,0,incomplete,7
PIERCE,**ER*E,1,0,incomplete,6
MAILING,*AILING,1,0,incomplete,7
ORGANIC,*RGANI*,1,0,incomplete,7
VIEWED,**E*E*,1,0,incomplete,6
COLUMNISTS,COLUMNISTS,1,1,correct,10
TELEPHONE,TE*E**ONE,1,0,incomplete,9
FORECASTS,FORECASTS,1,1,correct,9
IMPAIRED,I**AIRE*,1,0,incomplete,8
OVERVIEW,O*ER*IE*,1,0,incomplete,8
PRIME,*RIME,1,0,incomplete,5
BROKER,*RO*ER,1,0,incomplete,6
FLOAT,*L*AT,1,0,incomplete,5
APPLIANCE,A***IANCE,1,0,incomplete,9
CLINICS,CLINICS,1,1,correct,7
PATTERN,PATTERN,1,1,correct,7
WORKFORCE,*OR**ORCE,1,0,incomplete,9
POSITIONS,*OSITIONS,1,0,incomplete,9
RECEIVE,RE*EI*E,1,0,incomplete,7
STAGES,STA*ES,1,0,incomplete,6
PRINT,PRINT,1,1,correct,5
PUBLISHED,****IS*E*,1,0,incomplete,9
ENTERED,ENTERE*,1,0,incomplete,7
BRICK,*RI**,1,0,incomplete,5
CATTLE,CATTLE,1,1,correct,6
RECEIVING,RE*EI*ING,1,0,incomplete,9
WEDDINGS,WEDDINGS,1,1,correct,8
EMPTY,E**T*,1,0,incomplete,5
EXPANDED,E**AN*E*,1,0,incomplete,8
CLOSELY,**OSE**,1,0,incomplete,7
CALCULATORS,CALCULATORS,1,1,correct,11
WRITER,*RITER,1,0,incomplete,6
FULLY,**LL*,1,0,incomplete,5
RANGE,RANGE,1,1,correct,5
MINISTERS,*INISTERS,1,0,incomplete,9
VILLAS,VILLAS,1,1,correct,6
GRAPH,*RA**,1,0,incomplete,5
INQUIRE,IN*UIRE,1,0,incomplete,7
BULGARIA,**L*ARIA,1,0,incomplete,8
ARMOR,AR**R,1,0,incomplete,5
PAYABLE,*A*A*LE,1,0,incomplete,7
SATURDAY,SATURDAY,1,1,correct,8
WORKSHOP,*OR*S*OP,1,0,incomplete,8
MEXICO,*E****,1,0,incomplete,6
VIRTUAL,VIRTUAL,1,1,correct,7
INVESTMENTS,IN*EST*ENTS,1,0,incomplete,11
PROVISION,PROVISION,1,1,correct,9
PARIS,PARIS,1,1,correct,5
MINIMAL,*INI*AL,1,0,incomplete,7
REFERRING,RE*ERRING,1,0,incomplete,9
BROADER,*R*ADER,1,0,incomplete,7
HUMANITARIAN,***ANITARIAN,1,0,incomplete,12
AUGUST,A***ST,1,0,incomplete,6
DICTIONARIES,DICTIONARIES,1,1,correct,12
LITERATURE,LITERATURE,1,1,correct,10
BLAIR,*LA*R,1,0,incomplete,5
NEITHER,NEIT*ER,1,0,incomplete,7
LINCOLN,*IN*O*N,1,0,incomplete,7
DOCUMENT,DOCUMENT,1,1,correct,8
PUPPY,*****,1,0,incomplete,5
CASINO,*ASIN*,1,0,incomplete,6
COMPOSITE,COMPOSITE,1,1,correct,9
WAITING,*AITING,1,0,incomplete,7
SPORT,SPORT,1,1,correct,5
ABSOLUTELY,A*S***TE**,1,0,incomplete,10
ROTATION,ROTATION,1,1,correct,8
SHOULD,S*O*L*,1,0,incomplete,6
PATRICIA,PATRICIA,1,1,correct,8
UNTITLED,UNTITLED,1,1,correct,8
UNDERSTANDING,UNDERSTANDING,1,1,correct,13
BUDGET,****ET,1,0,incomplete,6
EXPORTS,EXPORTS,1,1,correct,7
ENJOYED,EN***ED,1,0,incomplete,7
INFLUENCED,IN*LUENCED,1,0,incomplete,10
ANDREWS,ANDREWS,1,1,correct,7
SOMETIMES,SOMETIMES,1,1,correct,9
EXISTENCE,E*ISTENCE,1,0,incomplete,9
CHARGE,CHAR*E,1,0,incomplete,6
BELIEF,*EL*E*,1,0,incomplete,6
CHINESE,**INESE,1,0,incomplete,7
SHARE,S*ARE,1,0,incomplete,5
BROWSE,BROWSE,1,1,correct,6
PENALTIES,PENALTIES,1,1,correct,9
SCRIPTS,S*RIPTS,1,0,incomplete,7
ELECTRICAL,ELECTRICAL,1,1,correct,10
NOMINATIONS,NO*INATIONS,1,0,incomplete,11
REDHEAD,RED*EAD,1,0,incomplete,7
DESIRE,DESIRE,1,1,correct,6
TRAFFIC,TRAFFIC,1,1,correct,7
RESTORATION,RESTORATION,1,1,correct,11
USUAL,*S*AL,1,0,incomplete,5
STORE,STORE,1,1,correct,5
MECHANICS,MECHANICS,1,1,correct,9
DANNY,*ANN*,1,0,incomplete,5
ADMISSIONS,ADMISSIONS,1,1,correct,10
DIMENSION,*IMENSION,1,0,incomplete,9
ADVERTISEMENTS,ADVERTISEMENTS,1,1,correct,14
PANAMA,*ANA*A,1,0,incomplete,6
CHEMICAL,CHEMICAL,1,1,correct,8
MOTORS,*OTORS,1,0,incomplete,6
CLOTH,**OTH,1,0,incomplete,5
UPLOADED,**L*ADED,1,0,incomplete,8
LIMITATION,LI*ITATION,1,0,incomplete,10
YIELD,*IELD,1,0,incomplete,5
FLOOR,**OOR,1,0,incomplete,5
SUITABLE,SUITABLE,1,1,correct,8
MOUNTING,*OUNTIN*,1,0,incomplete,8
UNDER,**DER,1,0,incomplete,5
BULGARIAN,***GARIAN,1,0,incomplete,9
DIANA,DIANA,1,1,correct,5
ACTOR,ACTOR,1,1,correct,5
ESCAPE,ESCAPE,1,1,correct,6
ADRIAN,ADR*AN,1,0,incomplete,6
OPENED,**ENE*,1,0,incomplete,6
FOLDER,FOLDER,1,1,correct,6
SECTOR,SECTOR,1,1,correct,6
SHORE,SHORE,1,1,correct,5
MATHEMATICS,*AT*E*ATI*S,1,0,incomplete,11
INCENTIVES,INCENTI*ES,1,0,incomplete,10
CISCO,C*SCO,1,0,incomplete,5
PORTRAITS,*ORTRAITS,1,0,incomplete,9
COMPACT,CO**ACT,1,0,incomplete,7
BEATLES,BEATLES,1,1,correct,7
ONLINE,*NLINE,1,0,incomplete,6
TUNES,T*NES,1,0,incomplete,5
CHELSEA,**ELSEA,1,0,incomplete,7
TURNS,TUR*S,1,0,incomplete,5
TRIPS,TRIPS,1,1,correct,5
EARTH,EARTH,1,1,correct,5
PIECES,*IE*ES,1,0,incomplete,6
QUERY,**ER*,1,0,incomplete,5
CAMBRIDGE,CA**RI**E,1,0,incomplete,9
WORDPRESS,*ORDPRESS,1,0,incomplete,9
RICHARD,RIC*AR*,1,0,incomplete,7
LENSES,LE*SES,1,0,incomplete,6
MEDAL,ME*AL,1,0,incomplete,5
STEPHEN,STEP*EN,1,0,incomplete,7
FORMATTING,*OR*ATTIN*,1,0,incomplete,10
RAPID,RA*ID,1,0,incomplete,5
INCREASED,INCREASED,1,1,correct,9
MILES,MILES,1,1,correct,5
CAKES,CA*ES,1,0,incomplete,5
AFFORD,A**ORD,1,0,incomplete,6
ITUNES,ITUNES,1,1,correct,6
ATHLETIC,ATHLETIC,1,1,correct,8
ACCUSED,ACC*SE*,1,0,incomplete,7
EDITORIAL,E*IT*RIAL,1,0,incomplete,9
REPAIR,RE*A*R,1,0,incomplete,6
SIGNUP,SIGN**,1,0,incomplete,6
CHALLENGING,C*ALLEN*IN*,1,0,incomplete,11
CEILING,*EILING,1,0,incomplete,7
SYMANTEC,SYMANTEC,1,1,correct,8
NAMED,NAMED,1,1,correct,5
FOLDERS,FOLDERS,1,1,correct,7
BECOME,*E***E,1,0,incomplete,6
MAGNET,*A*NET,1,0,incomplete,6
INSIGHT,INSIGHT,1,1,correct,7
ULTIMATELY,ULTIMATEL*,1,0,incomplete,10
NURSING,NURSING,1,1,correct,7
IMPOSE,I***SE,1,0,incomplete,6
FANTASY,*ANTAS*,1,0,incomplete,7
ENTREPRENEUR,ENTREPRENE*R,1,0,incomplete,12
FILME,*IL*E,1,0,incomplete,5
DESIGNS,DESIGNS,1,1,correct,7
VISITED,*ISITED,1,0,incomplete,7
BEHALF,*E*AL*,1,0,incomplete,6
ACCREDITED,ACCREDITED,1,1,correct,10
PRESS,*RESS,1,0,incomplete,5
ASSEMBLY,ASSE*BL*,1,0,incomplete,8
EXECUTION,EXECUTION,1,1,correct,9
EXECUTE,E*EC*TE,1,0,incomplete,7
BARNES,*AR*ES,1,0,incomplete,6
DEVELOPER,*E*E*O*ER,1,0,incomplete,9
SAILING,SAILING,1,1,correct,7
PATENT,PATENT,1,1,correct,6
SWIFT,S*I*T,1,0,incomplete,5
EXPLANATION,EXPLANATION,1,1,correct,11
INVOLVED,IN****ED,1,0,incomplete,8
BOBBY,*O***,1,0,incomplete,5
SHEMALES,S*E*ALES,1,0,incomplete,8
CHRISTIAN,CHRISTIAN,1,1,correct,9
MANUALS,*AN*ALS,1,0,incomplete,7
CITATIONS,CITATIONS,1,1,correct,9
AIRPLANE,AIR*LANE,1,0,incomplete,8
WORRY,WORR*,1,0,incomplete,5
SEEDS,SEE*S,1,0,incomplete,5
DESKTOP,DESKTOP,1,1,correct,7
STYLES,ST*LES,1,0,incomplete,6
NAPLES,NAPLES,1,1,correct,6
MOISTURE,MOISTURE,1,1,correct,8
LIBERIA,LIBERIA,1,1,correct,7
ANNOTATION,ANNOTATION,1,1,correct,10
TRIBUNE,TRIBUNE,1,1,correct,7
FOUND,*O*N*,1,0,incomplete,5
INDIVIDUALS,IN*I*I*UALS,1,0,incomplete,11
ALIVE,AL**E,1,0,incomplete,5
BISHOP,*IS***,1,0,incomplete,6
STARTUP,START**,1,0,incomplete,7
GENERATE,GENERATE,1,1,correct,8
COSTUMES,COSTUMES,1,1,correct,8
BOOLEAN,***LEAN,1,0,incomplete,7
ATTACK,ATTA**,1,0,incomplete,6
BUILD,**IL*,1,0,incomplete,5
SEXUALLY,SE**ALL*,1,0,incomplete,8
COUNSEL,COUNSEL,1,1,correct,7
ROLLS,RO**S,1,0,incomplete,5
SHORTER,S*ORTER,1,0,incomplete,7
REVENUE,RE*ENUE,1,0,incomplete,7
AFTERWARDS,A*TER*ARDS,1,0,incomplete,10
WEIRD,WEIRD,1,1,correct,5
FORTUNE,FORTUNE,1,1,correct,7
GREATER,*REATER,1,0,incomplete,7
GUITARS,GUITARS,1,1,correct,7
PUBLICATIONS,PUBLICATIONS,1,1,correct,12
EASTER,EASTER,1,1,correct,6
LAUREN,LA*RE*,1,0,incomplete,6
LECTURES,LECTURES,1,1,correct,8
SCRIPTING,SCRIPTING,1,1,correct,9
PETITE,*ETITE,1,0,incomplete,6
CONSPIRACY,CONSPIRACY,1,1,correct,10
STARTER,STARTER,1,1,correct,7
ADMIN,ADMIN,1,1,correct,5
SCENES,S*E*ES,1,0,incomplete,6
ANIMATED,ANI*ATE*,1,0,incomplete,8
HYBRID,***RI*,1,0,incomplete,6
SPOUSE,S*O*SE,1,0,incomplete,6
WORRIED,*ORRIED,1,0,incomplete,7
PROVIDERS,PROVIDERS,1,1,correct,9
SUFFERING,SUFFERING,1,1,correct,9
MAGAZINES,MAGAZINES,1,1,correct,9
BOOKSTORE,*OO*STORE,1,0,incomplete,9
